word;Economy;Sport;Hospitals;General statistics;Restrictions;Vaccine research;Mental health;Schools;Global politics;General politics;Global statistics;Vaccine politics
fail;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
courage;1;1;1;1;1;1;1;1;1;1;1;1
confusion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
plague;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
faithful;1;1;1;1;1;1;1;1;1;1;1;1
creative;1;1;1;1;1;1;1;1;1;1;1;1
fatigue;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
devastating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
enemy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unexpected;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smell;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cure;1;1;1;1;1;1;1;1;1;1;1;1
violent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
friendly;1;1;1;1;1;1;1;1;1;1;1;1
unacceptable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
intense;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
prize;1;1;1;1;1;1;1;1;1;1;1;1
angry;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crazy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disabled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
worsening;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
optimism;1;1;1;1;1;1;1;1;1;1;1;1
timely;1;1;1;1;1;1;1;1;1;1;1;1
delicate;1;1;1;1;1;1;1;1;1;1;1;1
competitive;1;1;1;1;1;1;1;1;1;1;1;1
ideal;1;1;1;1;1;1;1;1;1;1;1;1
wonder;1;1;1;1;1;1;1;1;1;1;1;1
syndrome;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pretty;1;1;1;1;1;1;1;1;1;1;1;1
challenging;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
proper;1;1;1;1;1;1;1;1;1;1;1;1
rumors;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
awarded;1;1;1;1;1;1;1;1;1;1;1;1
severity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
irresponsible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exhausted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tension;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
kill;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
excessive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
eased;1;1;1;1;1;1;1;1;1;1;1;1
efficient;1;1;1;1;1;1;1;1;1;1;1;1
painful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
favorite;1;1;1;1;1;1;1;1;1;1;1;1
continuity;1;1;1;1;1;1;1;1;1;1;1;1
suspect;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
complained;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incredible;1;1;1;1;1;1;1;1;1;1;1;1
flexible;1;1;1;1;1;1;1;1;1;1;1;1
solid;1;1;1;1;1;1;1;1;1;1;1;1
gained;1;1;1;1;1;1;1;1;1;1;1;1
slowed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
depression;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lie;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smile;1;1;1;1;1;1;1;1;1;1;1;1
critics;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
refuse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
accurate;1;1;1;1;1;1;1;1;1;1;1;1
honor;1;1;1;1;1;1;1;1;1;1;1;1
precarious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wins;1;1;1;1;1;1;1;1;1;1;1;1
boost;1;1;1;1;1;1;1;1;1;1;1;1
freedoms;1;1;1;1;1;1;1;1;1;1;1;1
succeeded;1;1;1;1;1;1;1;1;1;1;1;1
useless;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harm;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
warm;1;1;1;1;1;1;1;1;1;1;1;1
corruption;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clarity;1;1;1;1;1;1;1;1;1;1;1;1
injury;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
silent;1;1;1;1;1;1;1;1;1;1;1;1
radical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
liked;1;1;1;1;1;1;1;1;1;1;1;1
innovative;1;1;1;1;1;1;1;1;1;1;1;1
responsibly;1;1;1;1;1;1;1;1;1;1;1;1
tougher;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
flexibility;1;1;1;1;1;1;1;1;1;1;1;1
opponent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
quiet;1;1;1;1;1;1;1;1;1;1;1;1
defeated;1;1;1;1;1;1;1;1;1;1;1;1
qualified;1;1;1;1;1;1;1;1;1;1;1;1
progressive;1;1;1;1;1;1;1;1;1;1;1;1
error;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
aggressive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
invisible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
integrated;1;1;1;1;1;1;1;1;1;1;1;1
resigned;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
passion;1;1;1;1;1;1;1;1;1;1;1;1
diplomatic;1;1;1;1;1;1;1;1;1;1;1;1
frozen;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inevitably;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lacking;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harmful;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
harsh;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
luxury;1;1;1;1;1;1;1;1;1;1;1;1
fairly;1;1;1;1;1;1;1;1;1;1;1;1
symptom;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
golden;1;1;1;1;1;1;1;1;1;1;1;1
alarming;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
succeed;1;1;1;1;1;1;1;1;1;1;1;1
accusations;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
allegations;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
willingness;1;1;1;1;1;1;1;1;1;1;1;1
debts;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
defender;1;1;1;1;1;1;1;1;1;1;1;1
joke;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
seriousness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
desperate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inequalities;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
transparent;1;1;1;1;1;1;1;1;1;1;1;1
realistic;1;1;1;1;1;1;1;1;1;1;1;1
racism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sustainability;1;1;1;1;1;1;1;1;1;1;1;1
reforms;1;1;1;1;1;1;1;1;1;1;1;1
complain;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hug;1;1;1;1;1;1;1;1;1;1;1;1
wonderful;1;1;1;1;1;1;1;1;1;1;1;1
confrontation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
regret;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
discrimination;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
killing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
precious;1;1;1;1;1;1;1;1;1;1;1;1
refund;1;1;1;1;1;1;1;1;1;1;1;1
consistent;1;1;1;1;1;1;1;1;1;1;1;1
perfectly;1;1;1;1;1;1;1;1;1;1;1;1
limitation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
poorest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fraud;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
correctly;1;1;1;1;1;1;1;1;1;1;1;1
deny;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
comfort;1;1;1;1;1;1;1;1;1;1;1;1
grateful;1;1;1;1;1;1;1;1;1;1;1;1
suspicious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
congestion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
struck;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scared;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
variety;1;1;1;1;1;1;1;1;1;1;1;1
boom;1;1;1;1;1;-1;1;1;1;1;1;-1
imposing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
loneliness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
downturn;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exceeding;NA;-1;-1;NA;-1;-1;-1;-1;-1;-1;NA;-1
clash;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reassure;1;1;1;1;1;1;1;1;1;1;1;1
understandable;1;1;1;1;1;1;1;1;1;1;1;1
drastically;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stresses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
patience;1;1;1;1;1;1;1;1;1;1;1;1
stringent;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
absurd;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
failing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
catastrophic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disappointed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
worsen;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
damaged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
tragic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hurt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fault;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unfortunate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
master;1;1;1;1;1;1;1;1;1;1;1;1
tender;1;1;1;1;1;1;1;1;1;1;1;1
strongest;1;1;1;1;1;1;1;1;1;1;1;1
valuable;1;1;1;1;1;1;1;1;1;1;1;1
ignore;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
standstill;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
upset;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
honest;1;1;1;1;1;1;1;1;1;1;1;1
problematic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pleased;1;1;1;1;1;1;1;1;1;1;1;1
cry;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
nightmare;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cheaper;1;1;1;1;1;1;1;1;1;1;1;1
rail;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
productive;1;1;1;1;1;1;1;1;1;1;1;1
ambitious;1;1;1;1;1;1;1;1;1;1;1;1
inflammatory;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
propaganda;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
errors;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deterioration;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
lying;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deteriorating;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
enthusiasm;1;1;1;1;1;1;1;1;1;1;1;1
anxious;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
suffers;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
contaminated;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
comfortable;1;1;1;1;1;1;1;1;1;1;1;1
shame;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
appreciate;1;1;1;1;1;1;1;1;1;1;1;1
interruption;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
awards;1;1;1;1;1;1;1;1;1;1;1;1
sufficiently;1;1;1;1;1;1;1;1;1;1;1;1
catastrophe;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
winners;1;1;1;1;1;1;1;1;1;1;1;1
luck;1;1;1;1;1;1;1;1;1;1;1;1
peaceful;1;1;1;1;1;1;1;1;1;1;1;1
soft;1;1;1;1;1;1;1;1;1;1;1;1
pride;1;1;1;1;1;1;1;1;1;1;1;1
miracle;1;1;1;1;1;1;1;1;1;1;1;1
conflicts;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
motivated;1;1;1;1;1;1;1;1;1;1;1;1
pure;1;1;1;1;1;1;1;1;1;1;1;1
elite;1;1;1;1;1;1;1;1;1;1;1;1
confused;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vigilant;1;1;1;1;1;1;1;1;1;1;1;1
nervous;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
prestigious;1;1;1;1;1;1;1;1;1;1;1;1
violate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inflammation;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
expire;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fastest;1;1;1;1;1;1;1;1;1;1;1;1
adverse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
endanger;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
likes;1;1;1;1;1;1;1;1;1;1;1;1
prominent;1;1;1;1;1;1;1;1;1;1;1;1
talent;1;1;1;1;1;1;1;1;1;1;1;1
rival;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
slower;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
expired;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sore;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
weaker;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bonuses;1;1;1;1;1;1;1;1;1;1;1;1
loses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scandal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
impressive;1;1;1;1;1;1;1;1;1;1;1;1
noise;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smoke;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crash;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
imprisonment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
novelty;1;1;1;1;1;1;1;1;1;1;1;1
dignity;1;1;1;1;1;1;1;1;1;1;1;1
balanced;1;1;1;1;1;1;1;1;1;1;1;1
evil;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
redundancy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
headache;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cheap;1;1;1;1;1;1;1;1;1;1;1;1
appreciated;1;1;1;1;1;1;1;1;1;1;1;1
criticize;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fantastic;1;1;1;1;1;1;1;1;1;1;1;1
destroy;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reluctant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
clearer;1;1;1;1;1;1;1;1;1;1;1;1
sensible;1;1;1;1;1;1;1;1;1;1;1;1
poorly;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
logical;1;1;1;1;1;1;1;1;1;1;1;1
reject;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
deprived;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
restored;1;1;1;1;1;1;1;1;1;1;1;1
pan;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
offensive;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inequality;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inadequate;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
incredibly;1;1;1;1;1;1;1;1;1;1;1;1
guilty;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
accuses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
magic;1;1;1;1;1;1;1;1;1;1;1;1
enjoyed;1;1;1;1;1;1;1;1;1;1;1;1
tense;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
consistently;1;1;1;1;1;1;1;1;1;1;1;1
lonely;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disruption;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
skeptical;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uncontrolled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
breach;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
obstacle;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
stimulate;1;1;1;1;1;1;1;1;1;1;1;1
poorer;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
restructuring;1;1;1;1;1;1;1;1;1;1;1;1
revive;1;1;1;1;1;1;1;1;1;1;1;1
disadvantaged;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
murder;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dynamic;1;1;1;1;1;1;1;1;1;1;1;1
amazing;1;1;1;1;1;1;1;1;1;1;1;1
ethical;1;1;1;1;1;1;1;1;1;1;1;1
shortness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disappointment;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shake;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
condemned;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
threaten;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
excellence;1;1;1;1;1;1;1;1;1;1;1;1
frustration;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
suicide;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
bitter;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
superior;1;1;1;1;1;1;1;1;1;1;1;1
attractive;1;1;1;1;1;1;1;1;1;1;1;1
assure;1;1;1;1;1;1;1;1;1;1;1;1
gratitude;1;1;1;1;1;1;1;1;1;1;1;1
retreat;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pleasure;1;1;1;1;1;1;1;1;1;1;1;1
weakness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dies;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exclusion;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
offenses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rejects;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
exciting;1;1;1;1;1;1;1;1;1;1;1;1
protested;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
openly;1;1;1;1;1;1;1;1;1;1;1;1
glad;1;1;1;1;1;1;1;1;1;1;1;1
generous;1;1;1;1;1;1;1;1;1;1;1;1
criticisms;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
simplified;1;1;1;1;1;1;1;1;1;1;1;1
promptly;1;1;1;1;1;1;1;1;1;1;1;1
praise;1;1;1;1;1;1;1;1;1;1;1;1
distress;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
excuse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
dawn;1;1;1;1;1;1;1;1;1;1;1;1
festive;1;1;1;1;1;1;1;1;1;1;1;1
denies;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
pessimistic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shocked;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fiction;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smoothly;1;1;1;1;1;1;1;1;1;1;1;1
advantages;1;1;1;1;1;1;1;1;1;1;1;1
regrets;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
excited;1;1;1;1;1;1;1;1;1;1;1;1
paralyzed;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
terrorism;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
overwhelming;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
compatible;1;1;1;1;1;1;1;1;1;1;1;1
dominated;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
destruction;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
elimination;1;1;1;1;1;1;1;1;1;1;1;1
freeze;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
masters;1;1;1;1;1;1;1;1;1;1;1;1
prudence;1;1;1;1;1;1;1;1;1;1;1;1
disturbing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unpredictable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
crude;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
scary;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
misleading;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
reputation;1;1;1;1;1;1;1;1;1;1;1;1
questionable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
remedy;1;1;1;1;1;1;1;1;1;1;1;1
bankrupt;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
inability;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
prohibit;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
robust;1;1;1;1;1;1;1;1;1;1;1;1
proves;1;1;1;1;1;1;1;1;1;1;1;1
incorrect;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
modest;1;1;1;1;1;1;1;1;1;1;1;1
refusal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
smooth;1;1;1;1;1;1;1;1;1;1;1;1
accuse;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
profound;1;1;1;1;1;1;1;1;1;1;1;1
scarce;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wise;1;1;1;1;1;1;1;1;1;1;1;1
massacre;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
happiness;1;1;1;1;1;1;1;1;1;1;1;1
exceptionally;1;1;1;1;1;1;1;1;1;1;1;1
struggled;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
object;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
susceptible;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
uncomfortable;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
shortcomings;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
oppose;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
unpleasant;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
liability;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
sickness;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
maturity;1;1;1;1;1;1;1;1;1;1;1;1
infirm;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
discomfort;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
enhanced;1;1;1;1;1;1;1;1;1;1;1;1
burning;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
allergic;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
refuses;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
rightly;1;1;1;1;1;1;1;1;1;1;1;1
spiritual;1;1;1;1;1;1;1;1;1;1;1;1
supportive;1;1;1;1;1;1;1;1;1;1;1;1
blind;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
insecurity;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
failures;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
undermine;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
hang;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
wonders;1;1;1;1;1;1;1;1;1;1;1;1
wasted;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
fails;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
trapped;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
proving;1;1;1;1;1;1;1;1;1;1;1;1
pest;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
brutal;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
triumph;1;1;1;1;1;1;1;1;1;1;1;1
assault;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cooperative;1;1;1;1;1;1;1;1;1;1;1;1
beneficial;1;1;1;1;1;1;1;1;1;1;1;1
hell;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
successes;1;1;1;1;1;1;1;1;1;1;1;1
denounce;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
credible;1;1;1;1;1;1;1;1;1;1;1;1
bomb;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
liberation;1;1;1;1;1;1;1;1;1;1;1;1
denial;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
illegally;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
trusted;1;1;1;1;1;1;1;1;1;1;1;1
kills;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
disorder;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
gaining;1;1;1;1;1;1;1;1;1;1;1;1
accusing;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
suspicions;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
vain;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
garbage;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
cool;1;1;1;1;1;1;1;1;1;1;1;1
